#Genus,Species,Strain,NCBI accession,From,To,BGC type,On contig edge,Most similar known cluster,Similarity in %,MIBiG BGC-ID,Results URL,Download URL
Streptococcus,canis,HL_77_2,NZ_BLIU01000010.1,89236,112618,bacteriocin - lap hybrid,FALSE,streptolysin S,100,BGC0000566,https://antismash-db.secondarymetabolites.org/go/NZ_BLIU01000010.1/89236-112618,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009811735.1/NZ_BLIU01000010/1/89236/112618
Streptococcus,canis,HL_77_2,NZ_BLIU01000025.1,0,29656,t3pks,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_BLIU01000025.1/0-29656,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009811735.1/NZ_BLIU01000025/1/0/29656
Streptococcus,thermophilus,MTH17CL396,NZ_CM002371.1,225898,268790,nrps-like,FALSE,asukamycin,4,BGC0000187,https://antismash-db.secondarymetabolites.org/go/NZ_CM002371.1/225898-268790,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000521325.1/NZ_CM002371/1/225898/268790
Streptococcus,thermophilus,MTH17CL396,NZ_CM002371.1,791910,814327,ras-ripp,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CM002371.1/791910-814327,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000521325.1/NZ_CM002371/1/791910/814327
Streptococcus,thermophilus,MTH17CL396,NZ_CM002371.1,1185403,1207828,ras-ripp,FALSE,streptide,100,BGC0001209,https://antismash-db.secondarymetabolites.org/go/NZ_CM002371.1/1185403-1207828,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000521325.1/NZ_CM002371/1/1185403/1207828
Streptococcus,thermophilus,MTH17CL396,NZ_CM002371.1,1463237,1482185,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CM002371.1/1463237-1482185,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000521325.1/NZ_CM002371/1/1463237/1482185
Streptococcus,iniae,9117,NZ_JH930418.1,239390,248963,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_JH930418.1/239390-248963,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000300915.1/NZ_JH930418/1/239390/248963
Streptococcus,iniae,9117,NZ_JH930418.1,626068,667241,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_JH930418.1/626068-667241,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000300915.1/NZ_JH930418/1/626068/667241
Streptococcus,iniae,9117,NZ_JH930418.1,767839,791222,bacteriocin - lap hybrid,FALSE,streptolysin S,88,BGC0000566,https://antismash-db.secondarymetabolites.org/go/NZ_JH930418.1/767839-791222,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000300915.1/NZ_JH930418/1/767839/791222
Streptococcus,pneumoniae,SMRU106,NZ_CMSL01000002.1,13597,28768,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMSL01000002.1/13597-28768,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001159825.1/NZ_CMSL01000002/1/13597/28768
Streptococcus,pneumoniae,SMRU106,NZ_CMSL01000002.1,81256,91508,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMSL01000002.1/81256-91508,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001159825.1/NZ_CMSL01000002/1/81256/91508
Streptococcus,pneumoniae,SMRU106,NZ_CMSL01000003.1,79887,90235,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMSL01000003.1/79887-90235,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001159825.1/NZ_CMSL01000003/1/79887/90235
Streptococcus,pneumoniae,SMRU106,NZ_CMSL01000005.1,106703,128414,t3pks,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMSL01000005.1/106703-128414,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001159825.1/NZ_CMSL01000005/1/106703/128414
Streptococcus,pneumoniae,SMRU106,NZ_CMSL01000010.1,11072,20543,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMSL01000010.1/11072-20543,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001159825.1/NZ_CMSL01000010/1/11072/20543
Streptococcus,pneumoniae,SMRU106,NZ_CMSL01000010.1,44827,55124,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMSL01000010.1/44827-55124,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001159825.1/NZ_CMSL01000010/1/44827/55124
Streptococcus,pneumoniae,SMRU106,NZ_CMSL01000011.1,53328,59304,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMSL01000011.1/53328-59304,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001159825.1/NZ_CMSL01000011/1/53328/59304
Streptococcus,pneumoniae,SMRU106,NZ_CMSL01000028.1,9761,19078,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMSL01000028.1/9761-19078,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001159825.1/NZ_CMSL01000028/1/9761/19078
Streptococcus,Unclassified,C300,NZ_GL732466.1,0,28920,t1nrps,TRUE,polymyxin,40,BGC0000408,https://antismash-db.secondarymetabolites.org/go/NZ_GL732466.1/0-28920,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000187645.1/NZ_GL732466/1/0/28920
Streptococcus,Unclassified,C300,NZ_GL732466.1,520677,561850,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_GL732466.1/520677-561850,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000187645.1/NZ_GL732466/1/520677/561850
Streptococcus,Unclassified,C300,NZ_GL732466.1,872388,882673,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_GL732466.1/872388-882673,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000187645.1/NZ_GL732466/1/872388/882673
Streptococcus,Unclassified,C300,NZ_GL732470.1,113158,125312,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_GL732470.1/113158-125312,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000187645.1/NZ_GL732470/1/113158/125312
Streptococcus,pseudopneumoniae,SMRU2248,NZ_RXXI01000018.1,0,35232,t3pks,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_RXXI01000018.1/0-35232,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_011714665.1/NZ_RXXI01000018/1/0/35232
Streptococcus,pseudopneumoniae,SMRU2248,NZ_RXXI01000001.1,13586,25806,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_RXXI01000001.1/13586-25806,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_011714665.1/NZ_RXXI01000001/1/13586/25806
Streptococcus,pseudopneumoniae,SMRU2248,NZ_RXXI01000002.1,87882,113049,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_RXXI01000002.1/87882-113049,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_011714665.1/NZ_RXXI01000002/1/87882/113049
Streptococcus,pseudopneumoniae,SMRU2248,NZ_RXXI01000004.1,14230,29849,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_RXXI01000004.1/14230-29849,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_011714665.1/NZ_RXXI01000004/1/14230/29849
Streptococcus,pseudopneumoniae,SMRU2248,NZ_RXXI01000054.1,0,4113,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_RXXI01000054.1/0-4113,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_011714665.1/NZ_RXXI01000054/1/0/4113
Streptococcus,pseudopneumoniae,SMRU2248,NZ_RXXW01000010.1,21951,32251,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_RXXW01000010.1/21951-32251,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_011714955.1/NZ_RXXW01000010/1/21951/32251
Streptococcus,pseudopneumoniae,SMRU2248,NZ_RXXW01000001.1,81362,103545,lap,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_RXXW01000001.1/81362-103545,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_011714955.1/NZ_RXXW01000001/1/81362/103545
Streptococcus,pseudopneumoniae,SMRU2248,NZ_RXXW01000021.1,19397,29694,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_RXXW01000021.1/19397-29694,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_011714955.1/NZ_RXXW01000021/1/19397/29694
Streptococcus,pseudopneumoniae,SMRU2248,NZ_RXXW01000003.1,96404,112739,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_RXXW01000003.1/96404-112739,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_011714955.1/NZ_RXXW01000003/1/96404/112739
Streptococcus,pseudopneumoniae,SMRU2248,NZ_RXXW01000008.1,11771,37033,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_RXXW01000008.1/11771-37033,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_011714955.1/NZ_RXXW01000008/1/11771/37033
Streptococcus,pseudopneumoniae,SMRU2248,NZ_RXXW01000009.1,43584,76786,t3pks,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_RXXW01000009.1/43584-76786,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_011714955.1/NZ_RXXW01000009/1/43584/76786
Streptococcus,Unclassified,DD13,NZ_KQ969506.1,801977,843150,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_KQ969506.1/801977-843150,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001578875.1/NZ_KQ969506/1/801977/843150
Streptococcus,pseudopneumoniae,SMRU2248,NZ_SOQG01000024.1,0,4575,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_SOQG01000024.1/0-4575,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_005890265.1/NZ_SOQG01000024/1/0/4575
Streptococcus,pseudopneumoniae,SMRU2248,NZ_SOQG01000040.1,23383,48504,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_SOQG01000040.1/23383-48504,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_005890265.1/NZ_SOQG01000040/1/23383/48504
Streptococcus,pseudopneumoniae,SMRU2248,NZ_SOQG01000046.1,17958,38526,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_SOQG01000046.1/17958-38526,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_005890265.1/NZ_SOQG01000046/1/17958/38526
Streptococcus,pseudopneumoniae,SMRU2248,NZ_SOQG01000051.1,102556,118175,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_SOQG01000051.1/102556-118175,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_005890265.1/NZ_SOQG01000051/1/102556/118175
Streptococcus,pseudopneumoniae,SMRU2248,NZ_SOQG01000009.1,0,34034,t3pks,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_SOQG01000009.1/0-34034,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_005890265.1/NZ_SOQG01000009/1/0/34034
Streptococcus,pseudopneumoniae,SMRU2248,NZ_RXXP01000011.1,39735,61123,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_RXXP01000011.1/39735-61123,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_011714795.1/NZ_RXXP01000011/1/39735/61123
Streptococcus,pseudopneumoniae,SMRU2248,NZ_RXXP01000001.1,52045,74228,lap,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_RXXP01000001.1/52045-74228,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_011714795.1/NZ_RXXP01000001/1/52045/74228
Streptococcus,pseudopneumoniae,SMRU2248,NZ_RXXP01000003.1,85958,101654,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_RXXP01000003.1/85958-101654,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_011714795.1/NZ_RXXP01000003/1/85958/101654
Streptococcus,pseudopneumoniae,SMRU2248,NZ_RXXP01000008.1,48980,82180,t3pks,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_RXXP01000008.1/48980-82180,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_011714795.1/NZ_RXXP01000008/1/48980/82180
Streptococcus,pseudopneumoniae,SMRU2248,NZ_RXXP01000009.1,41572,51872,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_RXXP01000009.1/41572-51872,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_011714795.1/NZ_RXXP01000009/1/41572/51872
Streptococcus,pseudopneumoniae,SMRU2248,NZ_JVGV01000011.1,88390,109284,furan,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_JVGV01000011.1/88390-109284,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001076775.1/NZ_JVGV01000011/1/88390/109284
Streptococcus,pseudopneumoniae,SMRU2248,NZ_JVGV01000018.1,43085,53081,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_JVGV01000018.1/43085-53081,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001076775.1/NZ_JVGV01000018/1/43085/53081
Streptococcus,pseudopneumoniae,SMRU2248,NZ_JVGV01000018.1,114560,132639,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_JVGV01000018.1/114560-132639,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001076775.1/NZ_JVGV01000018/1/114560/132639
Streptococcus,pseudopneumoniae,SMRU2248,NZ_JVGV01000030.1,59726,82165,lassopeptide,FALSE,macedocin,14,BGC0000526,https://antismash-db.secondarymetabolites.org/go/NZ_JVGV01000030.1/59726-82165,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001076775.1/NZ_JVGV01000030/1/59726/82165
Streptococcus,pseudopneumoniae,SMRU2248,NZ_JVGV01000032.1,8041,20195,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_JVGV01000032.1/8041-20195,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001076775.1/NZ_JVGV01000032/1/8041/20195
Streptococcus,pseudopneumoniae,SMRU2248,NZ_JVGV01000034.1,46666,87839,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_JVGV01000034.1/46666-87839,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001076775.1/NZ_JVGV01000034/1/46666/87839
Streptococcus,ruminantium,MO512,NZ_BCFE01000007.1,21693,33847,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_BCFE01000007.1/21693-33847,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009731235.1/NZ_BCFE01000007/1/21693/33847
Streptococcus,ruminantium,MO512,NZ_BCFE01000010.1,44366,85524,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_BCFE01000010.1/44366-85524,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009731235.1/NZ_BCFE01000010/1/44366/85524
Streptococcus,ruminantium,MO512,NZ_BCFE01000020.1,76588,88121,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_BCFE01000020.1/76588-88121,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009731235.1/NZ_BCFE01000020/1/76588/88121
Streptococcus,ruminantium,MO512,NZ_BCFE01000034.1,198608,214472,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_BCFE01000034.1/198608-214472,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009731235.1/NZ_BCFE01000034/1/198608/214472
Streptococcus,pneumoniae,SMRU106,NZ_FCPX01000001.1,331214,372411,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FCPX01000001.1/331214-372411,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900023965.1/NZ_FCPX01000001/1/331214/372411
Streptococcus,pneumoniae,SMRU106,NZ_FCPX01000002.1,18053,33223,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FCPX01000002.1/18053-33223,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900023965.1/NZ_FCPX01000002/1/18053/33223
Streptococcus,pneumoniae,SMRU106,NZ_FCPX01000002.1,89111,101331,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FCPX01000002.1/89111-101331,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900023965.1/NZ_FCPX01000002/1/89111/101331
Streptococcus,pneumoniae,SMRU106,NZ_FCPX01000004.1,92851,103148,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FCPX01000004.1/92851-103148,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900023965.1/NZ_FCPX01000004/1/92851/103148
Streptococcus,pneumoniae,SMRU106,NZ_FCPX01000010.1,41984,55189,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FCPX01000010.1/41984-55189,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900023965.1/NZ_FCPX01000010/1/41984/55189
Streptococcus,pneumoniae,SMRU106,NZ_FCPX01000019.1,0,4557,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FCPX01000019.1/0-4557,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900023965.1/NZ_FCPX01000019/1/0/4557
Streptococcus,pneumoniae,SMRU106,NZ_CKRB01000001.1,223728,237116,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CKRB01000001.1/223728-237116,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001105165.1/NZ_CKRB01000001/1/223728/237116
Streptococcus,pneumoniae,SMRU106,NZ_CKRB01000005.1,30483,40780,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CKRB01000005.1/30483-40780,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001105165.1/NZ_CKRB01000005/1/30483/40780
Streptococcus,pneumoniae,SMRU106,NZ_CKRB01000012.1,0,21698,t3pks,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CKRB01000012.1/0-21698,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001105165.1/NZ_CKRB01000012/1/0/21698
Streptococcus,pneumoniae,SMRU106,NZ_CKRB01000018.1,35740,44123,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CKRB01000018.1/35740-44123,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001105165.1/NZ_CKRB01000018/1/35740/44123
Streptococcus,pneumoniae,SMRU106,NZ_CKRB01000026.1,1091,11340,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CKRB01000026.1/1091-11340,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001105165.1/NZ_CKRB01000026/1/1091/11340
Streptococcus,pneumoniae,SMRU106,NZ_CKRB01000046.1,0,6024,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CKRB01000046.1/0-6024,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001105165.1/NZ_CKRB01000046/1/0/6024
Streptococcus,pneumoniae,SMRU106,NZ_CKRB01000052.1,0,2603,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CKRB01000052.1/0-2603,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001105165.1/NZ_CKRB01000052/1/0/2603
Streptococcus,sanguinis,FDAARGOS_770,NZ_CDMW01000001.1,202038,243217,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CDMW01000001.1/202038-243217,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001078705.1/NZ_CDMW01000001/1/202038/243217
Streptococcus,suis,HNAY30,NZ_CP039462.1,563832,604987,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CP039462.1/563832-604987,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004843685.1/NZ_CP039462/1/563832/604987
Streptococcus,suis,HNAY30,NZ_CP039462.1,1064479,1086984,lanthipeptide,FALSE,suicin 3908,88,BGC0001787,https://antismash-db.secondarymetabolites.org/go/NZ_CP039462.1/1064479-1086984,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004843685.1/NZ_CP039462/1/1064479/1086984
Streptococcus,suis,HNAY30,NZ_CP039462.1,1824697,1847093,ras-ripp,FALSE,streptide,75,BGC0001209,https://antismash-db.secondarymetabolites.org/go/NZ_CP039462.1/1824697-1847093,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004843685.1/NZ_CP039462/1/1824697/1847093
Streptococcus,suis,HNAY30,NZ_CP039462.1,1969757,1980048,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CP039462.1/1969757-1980048,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004843685.1/NZ_CP039462/1/1969757/1980048
Streptococcus,pneumoniae,SMRU106,NZ_FDEB01000001.1,29719,38535,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FDEB01000001.1/29719-38535,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900025285.1/NZ_FDEB01000001/1/29719/38535
Streptococcus,pneumoniae,SMRU106,NZ_FDEB01000001.1,163721,177052,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FDEB01000001.1/163721-177052,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900025285.1/NZ_FDEB01000001/1/163721/177052
Streptococcus,pneumoniae,SMRU106,NZ_FDEB01000002.1,0,37227,t3pks,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FDEB01000002.1/0-37227,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900025285.1/NZ_FDEB01000002/1/0/37227
Streptococcus,pneumoniae,SMRU106,NZ_FDEB01000006.1,0,9768,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FDEB01000006.1/0-9768,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900025285.1/NZ_FDEB01000006/1/0/9768
Streptococcus,pneumoniae,SMRU106,NZ_FDEB01000017.1,0,7583,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FDEB01000017.1/0-7583,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900025285.1/NZ_FDEB01000017/1/0/7583
Streptococcus,pneumoniae,SMRU106,NZ_FDEB01000022.1,0,10564,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FDEB01000022.1/0-10564,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900025285.1/NZ_FDEB01000022/1/0/10564
Streptococcus,pneumoniae,SMRU106,NZ_FDEB01000031.1,0,5646,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FDEB01000031.1/0-5646,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900025285.1/NZ_FDEB01000031/1/0/5646
Streptococcus,pneumoniae,SMRU106,NZ_FDEB01000032.1,0,6281,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FDEB01000032.1/0-6281,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900025285.1/NZ_FDEB01000032/1/0/6281
Streptococcus,thermophilus,ASCC 1275,NZ_CP006819.1,439662,482554,nrps-like,FALSE,asukamycin,4,BGC0000187,https://antismash-db.secondarymetabolites.org/go/NZ_CP006819.1/439662-482554,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000698885.1/NZ_CP006819/1/439662/482554
Streptococcus,thermophilus,ASCC 1275,NZ_CP006819.1,1034657,1059205,ras-ripp,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CP006819.1/1034657-1059205,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000698885.1/NZ_CP006819/1/1034657/1059205
Streptococcus,thermophilus,ASCC 1275,NZ_CP006819.1,1709346,1727695,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CP006819.1/1709346-1727695,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000698885.1/NZ_CP006819/1/1709346/1727695
Streptococcus,thermophilus,1F8CT,NZ_CM003138.1,1441621,1457877,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CM003138.1/1441621-1457877,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000836595.1/NZ_CM003138/1/1441621/1457877
Streptococcus,agalactiae,GBS-M002,NZ_LR134265.1,1031357,1072635,t3pks,FALSE,rifamycin,3,BGC0000136,https://antismash-db.secondarymetabolites.org/go/NZ_LR134265.1/1031357-1072635,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900636375.1/NZ_LR134265/1/1031357/1072635
Streptococcus,agalactiae,GBS-M002,NZ_LR134265.1,1758766,1800962,arylpolyene,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_LR134265.1/1758766-1800962,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900636375.1/NZ_LR134265/1/1758766/1800962
Streptococcus,pseudopneumoniae,SMRU2248,NZ_JUQX01000018.1,0,38645,t3pks,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_JUQX01000018.1/0-38645,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001074565.1/NZ_JUQX01000018/1/0/38645
Streptococcus,pseudopneumoniae,SMRU2248,NZ_JUQX01000031.1,0,20160,t1nrps,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_JUQX01000031.1/0-20160,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001074565.1/NZ_JUQX01000031/1/0/20160
